Settings used

alignment         : ./Meiklejohn_2016-permut-5.phy
branchlengths     : linked
models            : GTR+G
model_selection   : aicc
search            : rclusterf
weights           : rate = 1, base = 0, model = 0, alpha = 0
rcluster-percent  : 10.0
rcluster-max      : 42550


Best partitioning scheme

Scheme Name       : step_10
Scheme lnL        : -1138069.58713
Scheme AICc       : 2284055.0954
Number of params  : 3932
Number of sites   : 599627
Number of subsets : 390

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
1      | GTR+G      | 1565       | 2557a0637e9e73b338527f9f58b0125c | uce_663_left, uce_3287_core, uce_1181_right, uce_3797_right, uce_2981_core, uce_6137_left, uce_4303_left, uce_4605_left, uce_274_core, uce_1865_left, uce_7722_left, uce_1085_core
2      | GTR+G      | 1181       | f4ba1ac260689423fd4855441e474356 | uce_132_right, uce_6229_right, uce_5902_left, uce_132_left, uce_4303_core, uce_949_right, uce_3741_right, uce_5185_core, uce_2742_core, uce_63_right, uce_686_core
3      | GTR+G      | 3941       | 92732b98511de620b037077757ae7e80 | uce_3658_core, uce_1469_core, uce_3077_left, uce_5404_core, uce_2823_left, uce_6085_left, uce_7352_core, uce_7538_core, uce_2647_core, uce_738_right, uce_115_right, uce_432_left, uce_5277_right, uce_2358_right, uce_3154_right, uce_3054_right, uce_3377_right, uce_1430_left, uce_3772_right, uce_990_right, uce_5268_right, uce_2566_core, uce_419_right, uce_814_core, uce_1976_right, uce_6014_right, uce_2874_core, uce_678_left, uce_4303_right, uce_888_right, uce_1012_right, uce_3188_left
4      | GTR+G      | 1629       | 72aa527f1a42f271b7059bb3c1eb47f4 | uce_372_right, uce_2591_right, uce_5796_left, uce_4535_left, uce_4853_right, uce_7468_left, uce_1043_core, uce_1624_core, uce_3879_core, uce_1914_core, uce_6569_right, uce_6970_core, uce_3335_left
5      | GTR+G      | 2528       | 8f272a0af71705fce0caa0151b1228f3 | uce_5345_left, uce_3174_core, uce_6558_left, uce_5277_core, uce_4887_right, uce_2860_left, uce_6382_right, uce_2879_left, uce_3368_right, uce_3512_left, uce_5699_left, uce_4707_core, uce_1564_left, uce_2748_left, uce_3244_right, uce_7468_core, uce_6548_right
6      | GTR+G      | 3060       | 14d87b689a3fc3f7579fb1c4ffbffd16 | uce_6843_left, uce_7499_core, uce_7468_right, uce_3638_right, uce_3008_left, uce_7210_core, uce_1190_core, uce_3250_core, uce_4486_left, uce_1514_right, uce_2008_right, uce_3845_right, uce_238_right, uce_2418_right, uce_4220_left, uce_4766_all, uce_7695_left, uce_3060_left, uce_7078_left, uce_5994_right, uce_317_right
7      | GTR+G      | 4307       | 0b3fad7039330a067bdd1ca099e8e9cb | uce_1899_right, uce_1983_left, uce_7965_left, uce_1120_right, uce_3412_left, uce_5773_core, uce_4122_left, uce_5719_right, uce_6448_right, uce_38_right, uce_6059_right, uce_4114_right, uce_1408_right, uce_5319_right, uce_1736_left, uce_5597_left, uce_191_core, uce_3857_core, uce_6059_left, uce_6011_left, uce_7472_core, uce_6746_core, uce_2125_left, uce_715_left, uce_1743_left
8      | GTR+G      | 1110       | b75726f6912d948715223904f69505c8 | uce_4355_right, uce_1408_left, uce_971_core, uce_655_core, uce_6248_right, uce_2962_right, uce_7732_core, uce_1736_core, uce_3139_right, uce_699_left
9      | GTR+G      | 2005       | e44a8985258208cc3c09de39485c5616 | uce_5721_core, uce_999_core, uce_11_left, uce_1625_right, uce_5827_right, uce_2341_left, uce_1917_left, uce_3812_left, uce_4856_left, uce_1736_right
10     | GTR+G      | 2042       | eb9e7a320d4057b794b5cd07be68c657 | uce_2920_left, uce_8009_left, uce_5902_core, uce_309_core, uce_5196_right, uce_2450_right, uce_7399_right, uce_3927_core, uce_1299_left, uce_6117_right, uce_3046_right, uce_1810_left, uce_7941_left, uce_337_core, uce_576_left
11     | GTR+G      | 3091       | 033bf5205e19a7269c79a78aba362588 | uce_2598_core, uce_5777_right, uce_5606_right, uce_4205_right, uce_5044_right, uce_646_right, uce_7016_core, uce_1299_core, uce_6184_left, uce_5539_left, uce_6931_core, uce_3410_left, uce_3010_left, uce_2714_left, uce_2703_left, uce_6974_left, uce_7559_left, uce_1820_core, uce_4721_left
12     | GTR+G      | 3541       | 57ac806bc8b8fbe86c99611d4c0223b2 | uce_2349_core, uce_6992_right, uce_6944_right, uce_1268_left, uce_7058_left, uce_3646_left, uce_2432_left, uce_4849_left, uce_7016_right, uce_1983_core, uce_4830_left, uce_6245_left, uce_5774_core, uce_4945_right, uce_4931_left, uce_5902_right, uce_3759_core, uce_680_left, uce_1299_right, uce_2273_left, uce_6613_right, uce_3542_left, uce_7867_left, uce_2184_left
13     | GTR+G      | 1128       | 0c57582193b6bbfd42f78e4338408673 | uce_5840_right, uce_6462_right, uce_6553_right, uce_1357_left, uce_4931_right, uce_4069_core, uce_2090_left, uce_5934_left, uce_6786_right, uce_285_left
14     | GTR+G      | 3887       | 0d4c465d5d4f642f9eab3e858bc0a9a1 | uce_285_core, uce_971_left, uce_590_core, uce_1427_left, uce_3702_all, uce_2149_left, uce_5_left, uce_6107_core, uce_5936_left, uce_1143_right, uce_345_core, uce_1150_right, uce_4078_left, uce_2487_right, uce_5707_left, uce_1858_core, uce_1172_right, uce_4151_left, uce_1745_right, uce_2088_core, uce_1996_right, uce_6856_core, uce_671_core, uce_3689_left
15     | GTR+G      | 1814       | d60a8127bb0c6ef2f7db4d2b7adc5a53 | uce_1636_core, uce_319_right, uce_1034_core, uce_7023_left, uce_601_right, uce_5679_core, uce_6339_right, uce_660_left, uce_791_core, uce_5179_right, uce_3025_core, uce_1754_left, uce_1309_core, uce_4915_left, uce_285_right, uce_16_core
16     | GTR+G      | 2206       | 155f5c9e231051ebd08d3c5363e9cd2e | uce_7576_left, uce_6125_left, uce_868_core, uce_1560_left, uce_492_core, uce_1745_left, uce_1498_left, uce_3555_left, uce_7726_left, uce_4887_core, uce_6746_left, uce_937_right, uce_223_left, uce_6906_core, uce_1752_left
17     | GTR+G      | 1160       | f6eb942c07caaddf8dcb65d653d83f19 | uce_7726_core, uce_6206_left, uce_7282_core, uce_6206_right, uce_5498_left, uce_6654_core, uce_8031_core
18     | GTR+G      | 1727       | ca24ae223b5cfcd826b743e787a74fe7 | uce_5125_core, uce_6871_core, uce_2940_core, uce_4320_left, uce_1499_left, uce_7726_right, uce_7854_core, uce_5101_right, uce_4220_right, uce_7417_left, uce_5464_core, uce_1260_right
19     | GTR+G      | 524        | e96819c838b5b4b433766be106e2a697 | uce_4764_right, uce_891_core, uce_2812_left, uce_7841_core, uce_3369_core, uce_5174_core, uce_7733_left
